1001110	4
1001111	3
1001112	3
1001113	3
1001114	2
1001115	2
1001116	1
1001117	2
1001118	4
1001119	4
1001120	5
1001121	5
1001122	5
1001123	5
1001124	4
1001125	4
1001126	4
1001127	4
1001128	4
1001129	3
1001130	3
1001131	3
1001132	3
1001133	3
1001134	3
1001135	3
1001136	3
1001137	3
1001138	1
1001139	1
1001140	1
1001141	1
1001142	1
1001143	1
1001144	1
1001145	1
1001146	2
1001147	2
1001148	2
1001149	2
1001150	2
1001151	2
1001152	3
1001153	3
1001154	2
1001155	3
1001156	3
1001157	3
1001158	3
1001159	3
1001160	3
1001161	2
1001162	2
1001163	2
1001164	3
1001165	3
1001166	3
1001167	3
1001168	3
1001169	4
1001170	4
1001171	4
1001172	4
1001173	4
1001174	4
1001175	4
1001176	4
1001177	3
1001178	2
1001179	2
1001180	2
1001181	2
1001182	2
1001183	1
1001184	1
1001185	1
1001186	2
1001187	2
1001188	2
1001189	2
1001190	2
1001191	2
1001192	2
1001193	3
1001194	3
1001195	3
1001196	3
1001197	3
1001198	3
1001199	3
1001200	3
1001201	3
1001202	3
1001203	3
1001204	3
1001205	3
1001206	3
1001207	2
1001208	2
1001209	2
1001210	2
1001211	2
1001212	2
1001213	2
1001214	2
1001215	1
1001216	1
1001217	0
1001218	0
1001219	1
1001220	1
1001221	1
1001222	1
1001223	1
1001224	1
1001225	2
1001226	2
1001227	3
1001228	1
1001229	0
1001230	1
1001231	1
1001232	1
1001233	1
1001234	1
1001235	1
1001236	1
1001237	1
1001238	1
1001239	1
1001240	1
1001241	1
1001242	0
1001243	0
1001244	0
1001245	0
1001246	0
1001247	0
1001248	1
1001249	1
1001250	1
1001251	1
1001252	1
1001253	1
1001254	1
1001255	1
1001256	1
1001257	1
1001258	1
1001259	1
1001260	1
1001261	1
1001262	1
1001263	3
1001264	4
1001265	4
1001266	4
1001267	4
1001268	4
1001269	3
1001270	3
1001271	1
1001272	1
1001273	0
1001274	1
1001275	1
1001276	1
1001277	1
1001278	3
1001279	4
1001280	4
1001281	4
1001282	4
1001283	5
1001284	5
1001285	5
1001286	5
1001287	4
1001288	3
1001289	3
1001290	3
1001291	2
1001292	2
1001293	1
1001294	1
1001295	1
1001296	1
1001297	1
1001298	1
1001299	1
1001300	1
1001301	1
1001302	1
1001303	1
1001304	2
1001305	2
1001306	2
1001307	1
1001308	1
1001309	1
1001310	1
1001311	1
1001312	0
1001313	1
1001314	1
1001315	1
1001316	1
1001317	1
1001318	1
1001319	1
1001320	0
1001321	0
1001322	0
1001323	0
1001324	0
1001325	0
1001326	0
1001327	0
1001328	0
1001329	0
1001330	0
1001331	0
1001332	0
1001333	0
1001334	0
1001335	0
1001336	1
1001337	2
1001338	2
1001339	1
1001340	1
1001341	1
1001342	1
1001343	1
1001344	1
1001345	1
1001346	1
1001347	1
1001348	1
1001349	1
1001350	1
1001351	1
1001352	1
1001353	0
1001354	0
1001355	0
1001356	0
1001357	0
1001358	0
1001359	0
1001360	0
1001361	0
1001362	1
1001363	1
1001364	1
1001365	2
1001366	0
1001367	0
1001368	0
1001369	0
1001370	0
1001371	0
1001372	0
1001373	0
1001374	0
1001375	0
1001376	0
1001377	0
1001378	1
1001379	1
1001380	1
1001381	1
1001382	1
1001383	1
1001384	1
1001385	1
1001386	2
1001387	2
1001388	2
1001389	2
1001390	3
1001391	3
1001392	3
1001393	3
1001394	3
1001395	3
1001396	3
1001397	3
1001398	2
1001399	2
1001400	3
1001401	3
1001402	4
1001403	4
1001404	4
1001405	4
1001406	4
1001407	4
1001408	4
1001409	4
1001410	4
1001411	4
1001412	4
1001413	4
1001414	3
1001415	3
1001416	3
1001417	2
1001418	2
1001419	2
1001420	3
1001421	3
1001422	3
1001423	3
1001424	3
1001425	3
1001426	3
1001427	3
1001428	3
1001429	3
1001430	3
1001431	3
1001432	3
1001433	4
1001434	4
1001435	4
1001436	5
1001437	5
1001438	6
1001439	6
1001440	6
1001441	4
1001442	4
1001443	3
1001444	3
1001445	3
1001446	3
1001447	3
1001448	4
1001449	4
1001450	4
1001451	3
1001452	3
1001453	3
1001454	2
1001455	2
1001456	2
1001457	2
1001458	1
1001459	0
1001460	2
1001461	2
1001462	2
1001463	3
1001464	4
1001465	4
1001466	5
1001467	5
1001468	6
1001469	4
1001470	3
1001471	3
1001472	3
1001473	3
1001474	3
1001475	2
1001476	2
1001477	2
1001478	2
1001479	3
1001480	2
1001481	2
1001482	2
1001483	2
1001484	2
1001485	1
1001486	1
1001487	1
1001488	2
1001489	4
1001490	4
1001491	4
1001492	4
1001493	5
1001494	5
1001495	5
1001496	4
1001497	3
1001498	3
1001499	3
1001500	3
1001501	3
1001502	3
1001503	3
1001504	3
1001505	3
1001506	2
1001507	2
1001508	2
1001509	2
1001510	2
1001511	2
1001512	2
1001513	2
1001514	2
1001515	2
1001516	1
1001517	1
1001518	1
1001519	1
1001520	0
1001521	0
1001522	0
1001523	0
1001524	1
1001525	1
1001526	1
1001527	2
1001528	2
1001529	2
1001530	2
1001531	2
1001532	2
1001533	2
1001534	2
1001535	2
1001536	2
1001537	2
1001538	2
1001539	2
1001540	2
1001541	2
1001542	1
1001543	2
1001544	2
1001545	1
1001546	1
1001547	1
1001548	0
1001549	1
1001550	1
1001551	0
1001552	0
1001553	0
1001554	0
1001555	1
1001556	1
1001557	1
1001558	1
1001559	0
1001560	1
1001561	1
1001562	1
1001563	2
1001564	2
1001565	2
1001566	2
1001567	2
1001568	2
1001569	1
1001570	2
1001571	2
1001572	2
1001573	2
1001574	2
1001575	2
1001576	2
1001577	2
1001578	2
1001579	2
1001580	2
1001581	2
1001582	2
1001583	2
1001584	1
1001585	1
1001586	1
1001587	1
1001588	1
1001589	1
1001590	1
1001591	1
1001592	1
1001593	1
1001594	1
1001595	1
1001596	1
1001597	1
1001598	1
1001599	1
1001600	1
1001601	1
1001602	1
1001603	1
1001604	1
1001605	1
1001606	1
1001607	1
1001608	3
1001609	3
1001610	3
1001611	3
1001612	2
1001613	2
1001614	2
1001615	2
1001616	2
1001617	2
1001618	1
1001619	1
1001620	1
1001621	1
1001622	1
1001623	1
1001624	1
1001625	1
1001626	1
1001627	1
1001628	1
1001629	1
1001630	1
1001631	1
1001632	1
1001633	1
1001634	1
1001635	1
1001636	1
1001637	1
1001638	1
1001639	1
1001640	1
1001641	1
1001642	2
1001643	3
1001644	3
1001645	3
1001646	3
1001647	3
1001648	2
1001649	1
1001650	1
1001651	1
1001652	1
1001653	0
1001654	0
1001655	0
1001656	0
1001657	0
1001658	0
1001659	0
1001660	0
1001661	0
1001662	0
1001663	0
1001664	0
1001665	0
1001666	0
1001667	0
1001668	0
1001669	0
1001670	0
1001671	0
1001672	0
1001673	0
1001674	0
1001675	0
1001676	0
1001677	1
1001678	1
1001679	1
1001680	2
1001681	3
1001682	3
1001683	3
1001684	2
1001685	2
1001686	3
1001687	3
1001688	2
1001689	2
1001690	2
1001691	2
1001692	2
1001693	2
1001694	1
1001695	1
1001696	1
1001697	1
1001698	1
1001699	1
